"NR_all_29909.1","4V9Q|1|DV","4V9Q|1|DV,4V9Q|1|BV,4V9Q|1|DW,4V9Q|1|BW"
"NR_all_25467.1","5T5H|1|A+5T5H|1|C","5T5H|1|A+5T5H|1|C"
"NR_all_08327.1","435D|1|C+435D|1|D","435D|1|C+435D|1|D,435D|1|A+435D|1|B"
"NR_all_46216.1","3CGS|1|B+3CGS|1|A","3CGS|1|B+3CGS|1|A"
"NR_all_49489.1","2JTP|16|A","2JTP|16|A"
"NR_all_69455.1","3Q1Q|1|C","3Q1Q|1|C,3Q1R|1|C,3OK7|1|C,3OKB|1|C"
"NR_all_37170.1","3Q1Q|1|B","3Q1Q|1|B,3Q1R|1|B,2A2E|1|A,3OK7|1|B,3OKB|1|B"
"NR_all_07784.1","1XHP|1|A","1XHP|1|A"
"NR_all_71771.1","4V83|1|CV","4V83|1|CV,4V83|1|AV"
"NR_all_66843.1","5AMQ|1|C","5AMQ|1|C"
"NR_all_75611.1","5N94|1|D","5N94|1|D"
"NR_all_93004.1","2RVO|3|A","2RVO|3|A"
"NR_all_05648.1","6HAU|1|D","6HAU|1|D"
"NR_all_02574.1","4PHY|1|A+4PHY|1|B","4PHY|1|A+4PHY|1|B"
"NR_all_03988.1","2K65|1|A+2K65|1|B","2K65|1|A+2K65|1|B"
"NR_all_65328.1","5ODV|1|a","5ODV|1|a,5ODV|1|b,5ODV|1|c,5ODV|1|d,5ODV|1|e,5ODV|1|f,5ODV|1|g,5ODV|1|h,5ODV|1|i,5ODV|1|j,5ODV|1|k,5ODV|1|l,5ODV|1|m,5ODV|1|n,5ODV|1|o,5ODV|1|p,5ODV|1|q,5ODV|1|r,5ODV|1|s,5ODV|1|t,5ODV|1|u,5ODV|1|v,5ODV|1|w,5ODV|1|x"
"NR_all_30874.1","1K8S|1|A+1K8S|1|B","1K8S|1|A+1K8S|1|B"
"NR_all_52747.1","4KR6|1|C","4KR6|1|C"
"NR_all_29415.1","6BSG|1|R","6BSG|1|R,6BSH|1|R,6BSJ|1|R"
"NR_all_57060.1","1DQH|1|B+1DQH|1|A","1DQH|1|B+1DQH|1|A"
"NR_all_62764.1","5EV1|1|B","5EV1|1|B"
"NR_all_00786.1","2KDQ|1|B","2KDQ|1|B"
"NR_all_78038.1","1EKA|1|A+1EKA|1|B","1EKA|1|A+1EKA|1|B"
"NR_all_66933.1","5UH5|1|I","5UH5|1|I"
"NR_all_16888.1","3J6B|1|e","3J6B|1|e"
"NR_all_08470.1","5MRC|1|A","5MRC|1|A,3J6B|1|A,5MRE|1|A,5MRF|1|A"
"NR_all_88604.1","1TFN|1|A","1TFN|1|A"
"NR_all_11528.1","2M8K|5|A","2M8K|5|A"
"NR_all_29423.1","4V4F|1|B6","4V4F|1|B6,4V4F|1|A5,4V4F|1|A3,4V4F|1|B0,4V4F|1|B9,4V4F|1|A2,4V4F|1|A8,4V4F|1|A1,4V4F|1|A9,4V4F|1|BZ,4V4F|1|B8,4V4F|1|B7,4V4F|1|B5,4V4F|1|A0,4V4F|1|A7,4V4F|1|A4,4V4F|1|AZ,4V4F|1|B3,4V4F|1|B1,4V4F|1|B4,4V4F|1|A6,4V4F|1|B2"
"NR_all_93255.1","5H0R|1|H+5H0R|1|I","5H0R|1|H+5H0R|1|I"
"NR_all_22747.1","2OZB|1|C","2OZB|1|C,2OZB|1|F"
"NR_all_35816.1","3KMQ|1|B+3KMQ|1|C","3KMQ|1|B+3KMQ|1|C"
"NR_all_91539.1","5T83|1|A","5T83|1|A"
"NR_all_52900.1","1ANR|2|A","1ANR|2|A"
"NR_all_38440.1","4UE4|1|A","4UE4|1|A"
"NR_all_40570.1","6CK5|1|A","6CK5|1|A,6CK5|1|B,6CK4|1|C,6CK4|1|B,6CK4|1|A,6CK4|1|D"
"NR_all_02956.1","6HCT|1|E+6HCT|1|F","6HCT|1|E+6HCT|1|F"
"NR_all_45472.1","3IZ4|1|A","3IZ4|1|A,4V6T|1|AV"
"NR_all_62940.1","2D6F|1|F","2D6F|1|F,2D6F|1|E"
"NR_all_40314.1","4V9I|1|AY","4V9I|1|AY,4V9I|1|CY"
"NR_all_93142.1","1LPW|1|B+1LPW|1|A","1LPW|1|B+1LPW|1|A"
"NR_all_16650.1","3PKM|1|G","3PKM|1|G"
"NR_all_26975.1","5JS1|1|B","5JS1|1|B"
"NR_all_56182.1","6FLQ|1|R","6FLQ|1|R"
"NR_all_21518.1","1LVJ|2|A","1LVJ|2|A"
"NR_all_74556.1","5BZV|1|B","5BZV|1|B,5BYM|1|C"
"NR_all_93427.1","5UD5|1|C","5UD5|1|C,5UD5|1|D,5V6X|1|C,5V6X|1|D"
"NR_all_00896.1","2BX2|1|R","2BX2|1|R"
"NR_all_28980.1","3P4C|1|B","3P4C|1|B,3P4B|1|A,3P4B|1|C,3P4B|1|D,3P4B|1|B,3P4B|1|F,3P4B|1|E"
"NR_all_00747.1","4H5P|1|F","4H5P|1|F,4H5P|1|E"
"NR_all_52626.1","3K64|1|B","3K64|1|B"
"NR_all_34670.1","1IE1|4|A","1IE1|4|A"
"NR_all_08416.1","1QBP|1|A+1QBP|1|B","1QBP|1|A+1QBP|1|B,1QBP|1|C+1QBP|1|D,1QBP|1|E+1QBP|1|F"
"NR_all_69813.3","5IBB|1|1K","5IBB|1|1K,6CAE|1|1y,5IBB|1|3L,6CAE|1|1w,6CAE|1|2y,6CAE|1|2w,5IBB|1|3K,4V7A|1|A1,4V6Y|1|A1,4V75|1|A1,4V6Z|1|A1,4V72|1|A1,4V79|1|A1,4V73|1|A1,4V70|1|A1,4V76|1|A1,4V77|1|A1,4V74|1|A1,4V78|1|A1,4V71|1|A1,2K4C|1|A"
"NR_all_85681.1","1EKZ|4|B","1EKZ|4|B"
"NR_all_00317.1","2L8U|1|A+2L8U|1|B","2L8U|1|A+2L8U|1|B"
"NR_all_89652.1","5VPP|1|QV","5VPP|1|QV"
"NR_all_13395.1","3MDG|1|C","3MDG|1|C"
"NR_all_29253.1","6BGB|1|A+6BGB|1|B","6BGB|1|A+6BGB|1|B,6BGB|1|C"
"NR_all_57276.1","2GV3|6|A","2GV3|6|A"
"NR_all_65762.1","4Q5S|1|I","4Q5S|1|I,1T2R|1|B"
"NR_all_67397.1","3JCR|1|N","3JCR|1|N,6FF4|1|6"
"NR_all_53105.1","4UYK|1|R","4UYK|1|R,4UYJ|1|S,4UYJ|1|R"
"NR_all_27661.1","3BX2|1|D","3BX2|1|D,3BX2|1|C"
"NR_all_45934.1","6GFW|1|R","6GFW|1|R"
"NR_all_73839.1","6CMN|1|D","6CMN|1|D,5L1Z|1|N"
"NR_all_67417.1","6MPU|1|M","6MPU|1|M"
"NR_all_49782.1","1I6U|1|C","1I6U|1|C,1I6U|1|D"
"NR_all_41120.1","1ESY|2|A","1ESY|2|A"
"NR_all_36514.1","4GXY|1|A","4GXY|1|A"
"NR_all_58761.1","2CSX|1|C","2CSX|1|C,2CT8|1|D,2CT8|1|C,2CSX|1|D"
"NR_all_89185.1","5GAP|1|V","5GAP|1|V"
"NR_all_31091.1","4K50|1|B","4K50|1|B,4K50|1|J,4K50|1|N,4K50|1|F"
"NR_all_94699.1","2JYM|1|A","2JYM|1|A"
"NR_all_67036.1","5H1L|1|B","5H1L|1|B"
"NR_all_79104.1","2VAZ|1|A","2VAZ|1|A"
"NR_all_30107.1","2MTV|1|B","2MTV|1|B"
"NR_all_63879.1","3M4O|1|R","3M4O|1|R"
"NR_all_81978.1","2FDT|7|A","2FDT|7|A"
"NR_all_01159.1","3J0D|1|F","3J0D|1|F"
"NR_all_12763.1","5OOL|1|A","5OOL|1|A,3J9M|1|A,5OOM|1|A,3J7Y|1|A"
"NR_all_98871.1","5OOL|1|B","5OOL|1|B,5OOM|1|B,3J7Y|1|B,3J9M|1|B"
"NR_all_95363.3","3K1V|1|A","3K1V|1|A,3FU2|1|C,3FU2|1|B,3FU2|1|A,3FU4|1|A,2KFC|4|A,2L1V|1|A"
"NR_all_18337.2","1QZC|1|B","1QZC|1|B,3J0E|1|A,3J0D|1|B,1MVR|1|C,2MER|1|A,2MEQ|1|A"
"NR_all_91365.1","4C8Z|1|C","4C8Z|1|C"
"NR_all_92379.1","2RU3|1|B","2RU3|1|B"
"NR_all_54592.1","464D|1|A+464D|1|B","464D|1|A+464D|1|B,464D|1|C+464D|1|D,466D|1|C+466D|1|D,466D|1|A+466D|1|B,4U37|1|A+4U37|1|B,4U38|1|A+4U38|1|B,4U38|1|C+4U38|1|D,4U38|1|E+4U38|1|F,4U38|1|G+4U38|1|H,434D|1|C+434D|1|D,434D|1|A+434D|1|B"
"NR_all_67819.1","1SLO|1|A","1SLO|1|A,1SLP|1|A"
"NR_all_38877.1","1KFO|1|A","1KFO|1|A"
"NR_all_27009.1","2M1O|1|A+2M1O|1|B","2M1O|1|A+2M1O|1|B"
"NR_all_32689.1","2M5U|1|A","2M5U|1|A"
"NR_all_67461.1","2K66|1|A","2K66|1|A"
"NR_all_54907.1","1PBR|1|A","1PBR|1|A,1BYJ|31|A"
"NR_all_46386.1","2R7T|1|X","2R7T|1|X"
"NR_all_16232.1","5L00|1|A+5L00|1|B","5L00|1|A+5L00|1|B,5L00|1|C+5L00|1|D,5KRG|1|C+5KRG|1|D,5KRG|1|A+5KRG|1|B,6C8O|1|A+6C8O|1|B,5V0H|1|A+5V0H|1|B,6C8N|1|A+6C8N|1|B,6C8M|1|A+6C8M|1|B"
"NR_all_18903.1","6CHR|1|A","6CHR|1|A,6CIH|1|A,4R0D|1|A"
"NR_all_88451.1","5JJK|1|G","5JJK|1|G"
"NR_all_84036.1","3QGB|1|B","3QGB|1|B,3K5Y|1|B"
"NR_all_67308.1","1JP0|1|A","1JP0|1|A"
"NR_all_10263.1","5AKA|1|7","5AKA|1|7"
"NR_all_01806.1","3IAB|1|R","3IAB|1|R"
"NR_all_60149.1","5MJV|1|D","5MJV|1|D,5M74|1|D"
"NR_all_09706.1","2VPL|1|B","2VPL|1|B,2VPL|1|D"
"NR_all_02963.1","5DEA|1|C","5DEA|1|C,5DE5|1|C,5DE8|1|C"
"NR_all_72859.1","4V6W|1|A5+4V6W|1|A8","4V6W|1|A5+4V6W|1|A8"
"NR_all_50566.1","2AD9|1|B","2AD9|1|B"
"NR_all_47933.1","4NGD|1|B","4NGD|1|B,4NGB|1|B"
"NR_all_40189.1","3T4B|1|A","3T4B|1|A"
"NR_all_06457.1","422D|1|A+422D|1|B","422D|1|A+422D|1|B"
"NR_all_22464.1","1R3E|1|C","1R3E|1|C"
"NR_all_51632.1","2FTC|1|R","2FTC|1|R"
"NR_all_18889.3","5C45|1|X+5C45|1|Y","5C45|1|X+5C45|1|Y,5KX9|1|X+5KX9|1|Y,3F4G|1|X+3F4G|1|Y,2YIE|1|X+2YIE|1|Z"
"NR_all_51826.1","1RNA|1|A+1RNA|1|B","1RNA|1|A+1RNA|1|B"
"NR_all_79142.1","2LI8|1|B","2LI8|1|B"
"NR_all_13125.1","1G1X|1|D+1G1X|1|E","1G1X|1|D+1G1X|1|E"
"NR_all_86182.1","3LOB|1|R","3LOB|1|R"
"NR_all_08227.1","1LUX|1|A","1LUX|1|A"
"NR_all_94066.1","6HA1|1|a","6HA1|1|a,6HA8|1|a,5NJT|1|A,3J9W|1|AA"
"NR_all_24553.1","4V4S|1|AX","4V4S|1|AX"
"NR_all_52833.1","3J9W|1|AX","3J9W|1|AX"
"NR_all_88154.1","4RUM|1|A","4RUM|1|A"
"NR_all_23187.1","3AGV|1|S","3AGV|1|S,3AGV|1|U"
"NR_all_51689.1","2RRC|4|A","2RRC|4|A"
"NR_all_75645.1","5XXB|1|1+5XXB|1|4","5XXB|1|1+5XXB|1|4"
"NR_all_43426.1","2MVS|1|1+2MVS|1|2","2MVS|1|1+2MVS|1|2"
"NR_all_42294.1","1RAW|1|A","1RAW|1|A"
"NR_all_15581.1","1SCL|4|A","1SCL|4|A"
"NR_all_11512.1","1I3Y|8|A","1I3Y|8|A"
"NR_all_35406.1","4Z92|1|D","4Z92|1|D"
"NR_all_68171.1","3R1C|1|E+3R1C|1|F","3R1C|1|E+3R1C|1|F,3R1C|1|i+3R1C|1|j,3R1C|1|g+3R1C|1|h"
"NR_all_35969.1","4NGC|1|B","4NGC|1|B"
"NR_all_90540.1","1JZC|1|A","1JZC|1|A"
"NR_all_19598.3","5Z1I|1|A","5Z1I|1|A,5ZEG|1|A+5ZEG|1|B+5ZEG|1|C,5ZEI|1|A+5ZEI|1|B,5XZ1|1|C+5XZ1|1|D,5XZ1|1|A+5XZ1|1|B,5Z1H|1|B+5Z1H|1|A,5ZEJ|1|A+5ZEJ|1|B,5ZEM|1|A+5ZEM|1|B"
"NR_all_17764.1","4M7A|1|P","4M7A|1|P,4M7A|1|O"
"NR_all_27625.1","4ZC7|1|A+4ZC7|1|B","4ZC7|1|A+4ZC7|1|B,4ZC7|1|C+4ZC7|1|D"
"NR_all_37879.1","2C0B|1|R","2C0B|1|R"
"NR_all_15037.1","3PF4|1|R","3PF4|1|R"
"NR_all_38243.1","2R1G|1|E","2R1G|1|E"
"NR_all_65114.1","3A2K|1|C","3A2K|1|C,3A2K|1|D"
"NR_all_31327.1","3S17|1|R","3S17|1|R,2E2J|1|R"
"NR_all_30489.1","5LQO|1|A+5LQO|1|B","5LQO|1|A+5LQO|1|B"
"NR_all_82534.1","1F7U|1|B","1F7U|1|B,1F7V|1|B"
"NR_all_72322.1","2Y9H|1|F","2Y9H|1|F,2Y9H|1|B"
"NR_all_37659.1","2NCI|1|A","2NCI|1|A"
"NR_all_46586.1","2Y9H|1|J","2Y9H|1|J,2Y9H|1|L"
"NR_all_15533.1","2Y9H|1|N","2Y9H|1|N,2Y9H|1|P"
"NR_all_24738.1","2Y9H|1|H","2Y9H|1|H,2Y9H|1|D"
"NR_all_31561.1","4P3T|1|A+4P3T|1|B","4P3T|1|A+4P3T|1|B"
"NR_all_92759.1","1FIX|1|A","1FIX|1|A"
"NR_all_51071.1","4JYA|1|Y","4JYA|1|Y"
"NR_all_44457.1","3PHP|1|A","3PHP|1|A"
"NR_all_33835.1","2JLT|1|A","2JLT|1|A"
"NR_all_48954.1","4V7H|1|B5+4V7H|1|B4","4V7H|1|B5+4V7H|1|B4"
"NR_all_32411.1","6EVJ|1|N","6EVJ|1|N,6EVJ|1|M"
"NR_all_73684.1","4GKK|1|X+4GKK|1|W","4GKK|1|X+4GKK|1|W"
"NR_all_20398.1","3J16|1|K","3J16|1|K"
"NR_all_09979.1","3J16|1|J","3J16|1|J"
"NR_all_78862.1","4V9E|1|Ag","4V9E|1|Ag,4V9E|1|Bm,4V9E|1|Am,4V9E|1|Aa,4V9E|1|Ba,4V9E|1|Bg"
"NR_all_06706.1","2JYH|1|B","2JYH|1|B,2JYH|1|A,2JYJ|2|A,2JYJ|2|B"
"NR_all_33196.1","6CAQ|1|W+6CAQ|1|Y","6CAQ|1|W+6CAQ|1|Y"
"NR_all_11458.2","4O26|1|E","4O26|1|E,4O26|1|F"
"NR_all_25711.1","5N8L|1|B+5N8L|1|C","5N8L|1|B+5N8L|1|C,5N8M|1|B+5N8M|1|C"
"NR_all_09747.1","2QH2|1|A","2QH2|1|A"
"NR_all_19855.1","6FQR|1|C","6FQR|1|C"
"NR_all_99580.1","1YNG|6|A","1YNG|6|A"
"NR_all_50890.1","3JXQ|1|L+3JXQ|1|K","3JXQ|1|L+3JXQ|1|K,3JXQ|1|B+3JXQ|1|A,3JXR|1|A+3JXR|1|B,3JXR|1|K"
"NR_all_09952.1","1B7F|1|Q","1B7F|1|Q"
"NR_all_82965.1","1BGZ|1|A","1BGZ|1|A"
"NR_all_10541.1","3S1Q|1|R","3S1Q|1|R,3RZD|1|R,3S1R|1|R"
"NR_all_28532.1","2ATW|1|B","2ATW|1|B,2ATW|1|D"
"NR_all_61964.1","1B7F|1|P","1B7F|1|P"
"NR_all_42222.1","5K7D|1|A","5K7D|1|A,5K7C|1|A,5K7E|1|A"
"NR_all_28253.1","1WWE|1|B","1WWE|1|B"
"NR_all_40540.1","4WSM|1|1K","4WSM|1|1K,4WSM|1|2K,4WSM|1|2L,4WSM|1|1L,4V87|1|BB,4V87|1|CB,4V8B|1|AB,4V8C|1|CB,4V8C|1|DB,4V8B|1|CB,5KCR|1|1x"
"NR_all_04935.1","3AL0|1|E","3AL0|1|E,3AKZ|1|E,3AKZ|1|F,3AKZ|1|H,3AKZ|1|G,4YVI|1|C,4YVJ|1|C,4YVK|1|C"
"NR_all_17333.1","4V6D|1|CV","4V6D|1|CV,4V6D|1|AV,4V50|1|CW,4V50|1|AW"
"NR_all_92729.1","2N1Q|5|A","2N1Q|5|A"
"NR_all_05459.1","2R1G|1|X","2R1G|1|X"
"NR_all_63343.1","5DNO|1|B","5DNO|1|B"
"NR_all_96295.1","3M7N|1|X","3M7N|1|X,3M7N|1|Z,3M7N|1|Y,3M85|1|X,3M85|1|Z,3M85|1|Y"
"NR_all_19209.1","5JAJ|1|X+5JAJ|1|Y","5JAJ|1|X+5JAJ|1|Y,5JB2|1|X+5JB2|1|Y"
"NR_all_22009.1","2OM7|1|D","2OM7|1|D"
"NR_all_56977.1","1DZ5|1|C+1DZ5|1|D","1DZ5|1|C+1DZ5|1|D"
"NR_all_78730.1","2OM7|1|F","2OM7|1|F"
"NR_all_42833.1","2OM7|1|G","2OM7|1|G"
"NR_all_18515.1","2OJ7|1|A","2OJ7|1|A"
"NR_all_68446.1","4U6K|1|A","4U6K|1|A,4U6K|1|C,4U6M|1|A,4U6L|1|A,479D|1|B,2DQP|1|B,2DQO|1|B,2DQQ|1|B"
"NR_all_11040.1","2OM7|1|B","2OM7|1|B"
"NR_all_50424.1","5U30|1|B","5U30|1|B,5U31|1|B,5U33|1|B,5U34|1|B,5WQE|1|B"
"NR_all_84424.1","1GTN|1|W","1GTN|1|W"
"NR_all_99751.1","2HVY|1|E","2HVY|1|E"
"NR_all_22252.1","2OM7|1|H","2OM7|1|H"
"NR_all_04153.1","2OM7|1|I","2OM7|1|I"
"NR_all_90313.1","2OM7|1|J","2OM7|1|J"
"NR_all_19932.1","1E8S|1|C","1E8S|1|C"
"NR_all_27039.1","5WNP|1|a+5WNP|1|b","5WNP|1|a+5WNP|1|b,5WNV|1|a+5WNV|1|b"
"NR_all_71956.1","2M57|5|A","2M57|5|A"
"NR_all_96728.1","3S1N|1|R","3S1N|1|R"
"NR_all_18162.1","1KQ2|1|R","1KQ2|1|R"
"NR_all_98897.1","1YSH|1|F","1YSH|1|F"
"NR_all_57918.1","1YSH|1|B","1YSH|1|B"
"NR_all_31352.3","2LAC|1|A","2LAC|1|A,2LBQ|4|A,2LA9|1|A"
"NR_all_78207.1","1YSH|1|A","1YSH|1|A"
"NR_all_92231.1","4BY7|1|P","4BY7|1|P,4BY1|1|P"
"NR_all_26115.1","3AVV|1|T+3AVV|1|G","3AVV|1|T+3AVV|1|G"
"NR_all_54408.1","5XOW|1|G","5XOW|1|G"
"NR_all_55371.1","3AVW|1|T+3AVW|1|G","3AVW|1|T+3AVW|1|G"
"NR_all_97273.1","5D8T|1|A+5D8T|1|B","5D8T|1|A+5D8T|1|B,5VR4|1|C+5VR4|1|D,5VR4|1|A+5VR4|1|B,5DER|1|A+5DER|1|B,5DER|1|C+5DER|1|D"
"NR_all_46343.1","3E3J|1|Z","3E3J|1|Z,3E3J|1|R"
"NR_all_52254.1","1AJL|1|A+1AJL|1|B","1AJL|1|A+1AJL|1|B"
"NR_all_16130.1","1UTD|1|0","1UTD|1|0,1UTD|1|6,1UTD|1|Z,1UTD|1|4,1UTD|1|7,1UTD|1|9,1UTD|1|5,1UTD|1|3,1UTD|1|2,1UTD|1|8"
"NR_all_03986.1","1KD5|1|A+1KD5|1|B","1KD5|1|A+1KD5|1|B,1KD3|1|A+1KD3|1|B"
"NR_all_88865.1","1EJZ|1|A","1EJZ|1|A"
"NR_all_96260.1","1UTD|1|1","1UTD|1|1"
"NR_all_25458.1","3IWN|1|A","3IWN|1|A,3IWN|1|B"
"NR_all_36159.1","4A4R|1|A","4A4R|1|A"
"NR_all_51124.1","6DU4|1|B","6DU4|1|B"
"NR_all_69284.1","2RS2|1|B","2RS2|1|B"
"NR_all_58299.1","2GRB|1|F","2GRB|1|F,2GRB|1|A,2GRB|1|C,2GRB|1|B,2GRB|1|E,2GRB|1|H,2GRB|1|G,2GRB|1|D"
"NR_all_32185.1","3OXE|1|A","3OXE|1|A,3OXB|1|A,3OXB|1|B,3OXE|1|B,3OXD|1|A,3OXD|1|B,3OXM|1|A,3OXM|1|B,3OWI|1|A,3OWZ|1|A,3OWI|1|B,3OWW|1|A,3OWW|1|B,3OX0|1|A,3OXJ|1|A,3OX0|1|B,3OXJ|1|B,3OWZ|1|B"
"NR_all_23233.1","2Q66|1|X","2Q66|1|X"
"NR_all_93461.1","1FJE|1|A","1FJE|1|A"
"NR_all_56099.1","6F4H|1|B","6F4H|1|B,6F4H|1|F"
"NR_all_64766.1","6F4H|1|D","6F4H|1|D"
"NR_all_83539.1","1F7G|1|A","1F7G|1|A"
"NR_all_61711.1","3QJP|1|R","3QJP|1|R"
"NR_all_53294.1","1EC6|1|D","1EC6|1|D"
"NR_all_43215.1","2GM0|1|A+2GM0|1|B","2GM0|1|A+2GM0|1|B"
"NR_all_46564.1","4ATO|1|G","4ATO|1|G"
"NR_all_14653.1","1DQF|1|B+1DQF|1|A","1DQF|1|B+1DQF|1|A"
"NR_all_53157.1","1CSL|1|B+1CSL|1|A","1CSL|1|B+1CSL|1|A"
"NR_all_70335.1","5A8L|1|P","5A8L|1|P"
"NR_all_94031.1","5V7Q|1|A","5V7Q|1|A,5V93|1|A"
"NR_all_26536.1","5V7Q|1|B","5V7Q|1|B,5V93|1|B"
"NR_all_55907.2","1HMH|1|E","1HMH|1|E,1HMH|1|C"
"NR_all_34753.1","3HOW|1|3","3HOW|1|3,3HOX|1|P"
"NR_all_82681.1","1HMH|1|A","1HMH|1|A"
"NR_all_46720.2","5DDP|1|A","5DDP|1|A,5DDP|1|B,5DDR|1|B,5DDR|1|A"
"NR_all_92805.1","1I3X|1|A","1I3X|1|A"
"NR_all_79254.1","3KFU|1|L","3KFU|1|L,3KFU|1|K,3KFU|1|N,3KFU|1|M"
"NR_all_99512.1","2B7G|1|A","2B7G|1|A"
"NR_all_48748.1","5T5A|1|A","5T5A|1|A"
"NR_all_75326.1","1M5K|1|B","1M5K|1|B,1M5K|1|E,1M5O|1|B,1M5P|1|B,1M5O|1|E,1M5V|1|B,1M5P|1|E,1M5V|1|E"
"NR_all_12719.1","4IFD|1|R","4IFD|1|R,5C0X|1|R"
"NR_all_98171.1","1ICG|1|A+1ICG|1|B","1ICG|1|A+1ICG|1|B,1ID9|1|A+1ID9|1|B"
"NR_all_30486.1","3J7A|1|7","3J7A|1|7,3JBP|1|7"
"NR_all_98524.1","6GX6|1|B","6GX6|1|B"
"NR_all_26929.1","1ZIH|2|A","1ZIH|2|A"
"NR_all_16115.1","2R7X|1|X","2R7X|1|X,2R7X|1|Y,2R7R|1|X,2R7W|1|X"
"NR_all_09443.2","4K4S|1|B+4K4S|1|F+4K4S|1|C+4K4S|1|G+4K4S|1|D+4K4S|1|H","4K4S|1|B+4K4S|1|F+4K4S|1|C+4K4S|1|G+4K4S|1|D+4K4S|1|H,4K4T|1|F+4K4T|1|G+4K4T|1|H,4K4T|1|B+4K4T|1|C+4K4T|1|D"
"NR_all_13754.1","1ZN1|1|C","1ZN1|1|C,1ZN0|1|C"
"NR_all_37036.1","2JYF|3|A","2JYF|3|A,2JYF|3|B"
"NR_all_46024.1","5XY3|1|3","5XY3|1|3"
"NR_all_84970.1","1AC3|1|B","1AC3|1|B"
"NR_all_09128.1","1XPU|1|G","1XPU|1|G,1XPU|1|L,1XPR|1|L,1XPU|1|H,1XPO|1|K,1XPO|1|J,1XPU|1|J,1XPO|1|H,1XPR|1|J,1XPU|1|K,1XPR|1|K,1XPO|1|M,1XPO|1|L,1XPU|1|M,1XPR|1|M,1XPO|1|G,1XPR|1|H,1XPR|1|G"
"NR_all_40870.1","5V16|1|A","5V16|1|A"
"NR_all_92727.1","3K49|1|F","3K49|1|F,3K49|1|D,3K49|1|B"
"NR_all_86751.1","1YNE|4|A","1YNE|4|A,1YLG|13|A"
"NR_all_48000.1","3GTO|1|R","3GTO|1|R"
"NR_all_01981.1","3T3O|1|B","3T3O|1|B"
"NR_all_45079.1","2MS1|1|B","2MS1|1|B"
"NR_all_78007.1","5O20|1|B","5O20|1|B"
"NR_all_05128.1","4FVU|1|B+4FVU|1|C","4FVU|1|B+4FVU|1|C"
"NR_all_08831.2","3NDB|1|M","3NDB|1|M,4XCO|1|M,4XCO|1|E,1Z43|1|A,2V3C|1|N,2V3C|1|M,1LNG|1|B"
"NR_all_64844.1","3H5X|1|T+3H5X|1|P","3H5X|1|T+3H5X|1|P,3BSO|1|T+3BSO|1|P,3H5Y|1|T+3H5Y|1|P,3BSN|1|T+3BSN|1|P"
"NR_all_86924.1","2IHX|1|B","2IHX|1|B"
"NR_all_14980.1","3K61|1|B","3K61|1|B"
"NR_all_14947.1","1KOG|1|O","1KOG|1|O,1KOG|1|J,1KOG|1|M,1KOG|1|P,1KOG|1|L,1KOG|1|I,1KOG|1|K,1KOG|1|N"
"NR_all_10013.1","5X70|1|E","5X70|1|E,5X70|1|G"
"NR_all_87508.1","2MB0|1|A","2MB0|1|A"
"NR_all_73445.1","4LX6|1|A","4LX6|1|A,4LX5|1|A"
"NR_all_42883.1","5WZI|1|B","5WZI|1|B"
"NR_all_06683.1","4NGF|1|G+4NGF|1|H","4NGF|1|G+4NGF|1|H,4NGF|1|E+4NGF|1|F"
"NR_all_43318.1","2N4L|6|A","2N4L|6|A"
"NR_all_46231.1","3NMU|1|E+3NMU|1|K","3NMU|1|E+3NMU|1|K,3NMU|1|D+3NMU|1|I"
"NR_all_22775.2","1URN|1|Q","1URN|1|Q,1URN|1|R"
"NR_all_66174.1","2MQT|2|A","2MQT|2|A"
"NR_all_23226.1","5KTJ|1|A","5KTJ|1|A,5KTJ|1|C"
"NR_all_29695.1","1LDZ|3|A","1LDZ|3|A,2LDZ|1|A"
"NR_all_23650.1","2A0P|1|A+2A0P|1|B","2A0P|1|A+2A0P|1|B,259D|1|A+259D|1|B,1RXB|1|A+1RXB|1|B,1RXA|1|A"
"NR_all_43622.1","1E7K|1|C","1E7K|1|C,1E7K|1|D"
"NR_all_68428.1","1D4R|1|B+1D4R|1|A","1D4R|1|B+1D4R|1|A,1D4R|1|C"
"NR_all_50067.1","3NNC|1|B","3NNC|1|B"
"NR_all_31074.2","4RKV|1|A","4RKV|1|A,4RNE|1|B,4RJ1|1|A,4RNE|1|C,4RNE|1|E,4RNE|1|D,4RNE|1|A,4RNE|1|G,4RNE|1|F,4RNE|1|H,1J8G|1|A,1J8G|1|C,1J8G|1|D"
"NR_all_41566.1","4RKV|1|B","4RKV|1|B,1J8G|1|B"
"NR_all_66254.1","4V7E|1|Aa+4V7E|1|Ac","4V7E|1|Aa+4V7E|1|Ac,3IZ9|1|A+3IZ9|1|B"
"NR_all_87944.2","3AOI|1|Q","3AOI|1|Q,3AOI|1|U,3AOH|1|Q,3AOI|1|S"
"NR_all_42653.1","5T16|1|H","5T16|1|H,5T16|1|P,5T16|1|O,5T16|1|G"
"NR_all_81482.1","6F3H|1|D","6F3H|1|D"
"NR_all_58839.1","6G63|1|B","6G63|1|B"
"NR_all_92778.1","1N1H|1|B","1N1H|1|B"
"NR_all_62858.1","1QZW|1|F","1QZW|1|F,1QZW|1|H,1QZW|1|B,1QZW|1|D"
"NR_all_08138.1","5F0Q|1|C","5F0Q|1|C,5F0Q|1|E,5F0S|1|C,5F0S|1|E"
